	32hlogFC	42hlogFC	49hlogFC	56hlogFC	66hlogFC	32h	42h	49h	56h	66h
SCO6724	0,434	2,735	1,658	0,82	0,586	0,51487	0	0,000113	0,06714	0,171328
SCO6731	0,154	0,715	0,202	0,539	0,388	0,832288	0,001564	0,371888	0,033099	0,104306
SCO6738	0,346	-0,117	0,049	0,085	-0,473	0,04889	0,497105	0,775993	0,759589	0,002635
SCO6739	0,659	0,812	0,382	-0,122	-0,168	0,009087	0,000532	0,081705	0,77384	0,638187
SCO6741	0,216	0,03	0,094	-0,095	-0,61	0,636764	0,923196	0,700373	0,829572	0,007638
SCO6746	-0,047	-0,625	-0,286	-0,146	-0,532	0,999071	0,001026	0,113647	0,632155	0,005637
SCO6780	0,113	0,01	0,028	0,087	-0,615	0,787295	0,961835	0,877075	0,750367	0,000176
SCO6788	0,22	0,43	0,144	0,388	0,241	0,33536	0,005834	0,362179	0,028428	0,162597
SCO6791	0,122	-0,114	-0,516	-0,197	-0,764	0,89906	0,648054	0,014938	0,551827	0,000635
SCO6794	0,3	0,455	-0,024	0,092	-0,985	0,576652	0,11775	0,948291	0,879503	0,001005
SCO6807	-0,308	-0,83	-0,363	-0,157	-0,103	0,299063	0,000165	0,072223	0,651807	0,799156
SCO6810	-0,206	-0,679	-0,3	-0,049	0,025	0,767569	0,00938	0,24856	0,940518	0,972403
SCO6815	-0,106	-0,589	-0,161	0,089	-0,186	0,92	0,003408	0,433905	0,820465	0,496992
SCO6818	-0,558	-0,679	-0,366	-0,077	-0,116	0,031137	0,003159	0,097705	0,872772	0,789393
SCO6824	2,746	2,545	1,213	1,47	0,973	0	0	0,001179	0,000233	0,006826
SCO6825	3,407	3,204	1,891	2,036	1,372	0	0	0,000099	0,000055	0,00227
SCO6826	3,473	2,809	1,811	1,846	1,196	0	0	0,000001	0,000001	0,000126
SCO6827	1,423	1,082	0,662	0,818	0,475	0	0	0,000129	0,000012	0,003141
SCO6890	0,002	-0,51	-0,833	-0,289	-0,357	0,99992	0,084405	0,005927	0,534666	0,30922
SCO6893	1,514	1,615	1,682	1,139	1,633	0,00003	0,000004	0,000004	0,000824	0,000005
SCO6907	0,108	0,088	-0,452	-0,11	-0,169	0,850697	0,646304	0,006858	0,689571	0,428429
SCO6926	0,273	0,153	0,765	0,695	0,492	0,247286	0,43205	0,000093	0,000428	0,006102
SCO6927	0,103	-0,148	-0,404	-0,632	-2,261	0,993966	0,720061	0,221529	0,121214	0
SCO6928	0,444	0,197	-0,116	-0,802	-3,056	0,17472	0,492575	0,673671	0,004719	0
SCO6929	0,121	0,111	0,434	-0,625	-2,069	0,976183	0,785466	0,163885	0,09862	0
SCO6930	0,294	0,09	-0,025	-0,616	-3,065	0,523218	0,786059	0,939883	0,039187	0
SCO6931	0,086	0,076	-0,585	-2,376	-5,322	0,999071	0,927211	0,33555	0,000487	0
SCO6932	0,267	0,253	-0,711	-2,356	-4,92	0,961047	0,73611	0,23611	0,000584	0
SCO6933	0,071	-0,158	-1,71	-0,695	-1,985	0,999071	0,86948	0,015301	0,52506	0,006361
SCO6934	0,455	-0,32	-1,282	-1,718	-4,104	0,667556	0,57695	0,010382	0,001759	0
SCO6935	0,047	-0,296	-0,066	-1,696	-4,399	0,999071	0,596091	0,909898	0,001484	0
SCO6936	0,309	-0,271	0,041	-0,84	-3,038	0,81693	0,594194	0,941677	0,107278	0
SCO6937	0,108	-0,152	-0,08	-1,153	-3,172	0,999071	0,767542	0,87039	0,010772	0
SCO6938	0,115	-0,377	-0,226	-1,246	-3,677	0,991816	0,343483	0,558336	0,002259	0
SCO6939	0,193	-0,057	0,001	-1,586	-4,005	0,946713	0,919385	0,99823	0,000617	0
SCO6940	0,491	0,23	-0,164	-1,499	-3,438	0,53321	0,662977	0,741444	0,002465	0
SCO6941	-0,366	-0,341	-1,01	-1,252	-3,586	0,822167	0,568947	0,042609	0,03177	0
SCO6942	-0,165	-0,133	-0,24	-1,8	-4,411	0,997507	0,864373	0,704241	0,005158	0
SCO6943	0,154	-0,233	-0,241	-0,737	-3,121	0,942231	0,526904	0,467499	0,046462	0
SCO6944	0,111	0,082	-0,099	-1,585	-3,733	0,999071	0,885631	0,842576	0,000785	0
SCO6945	0,289	0,497	0,451	-2,468	-4,755	0,969006	0,537647	0,539919	0,001566	0
SCO6946	-0,006	-0,406	-0,681	-1,042	-3,621	0,999564	0,497261	0,187823	0,121267	0
SCO6949	-0,316	0,288	-0,389	-2,286	-4,326	0,970879	0,76708	0,638078	0,007981	0,000003
SCO6963	0,292	0,815	0,207	0,238	0,371	0,548582	0,002615	0,454284	0,577269	0,229183
SCO6964	0,218	0,513	1,023	0,91	0,859	0,59822	0,016278	0,000026	0,000186	0,000176
SCO6967	0,166	0,339	0,648	0,498	0,422	0,787669	0,134385	0,004746	0,049272	0,069052
SCO6970	-0,06	0,533	-0,148	-0,025	-0,019	0,993966	0,006566	0,465839	0,961425	0,970626
SCO6989	-0,21	-0,465	-0,54	-0,511	-0,865	0,579271	0,020103	0,008712	0,024478	0,000093
SCO6990	-0,271	-0,943	-0,727	-0,461	0,043	0,529518	0,00022	0,004218	0,117976	0,948067
SCO7008	-2,444	0,041	-0,428	-0,831	-0,183	0,005693	0,970869	0,614055	0,497724	0,928015
SCO7010	0,055	0,074	0,358	0,425	0,721	0,999071	0,819537	0,142812	0,183209	0,005249
SCO7011	0,56	0,476	0,332	0,41	1,246	0,21906	0,178066	0,336226	0,412785	0,000593
SCO7012	0,861	0,592	0,73	0,821	1,932	0,036325	0,106073	0,037134	0,047306	0,000005
SCO7013	1,035	0,862	0,747	0,755	2,073	0,009915	0,016596	0,033509	0,073758	0,000002
SCO7014	0,979	0,65	0,685	0,514	1,228	0,02836	0,104683	0,072462	0,358643	0,002666
SCO7016	0,631	0,135	0,533	0,397	0,917	0,129223	0,74423	0,100641	0,421449	0,007736
SCO7018	0,236	-0,266	-0,184	0,368	0,826	0,672604	0,341945	0,49193	0,303147	0,002144
SCO7020	0,34	0,389	0,837	0,672	0,737	0,482376	0,189447	0,005022	0,039696	0,012352
SCO7022	-0,304	-0,548	-0,431	-0,3	0,055	0,231622	0,003933	0,020674	0,229873	0,90261
SCO7024	-0,366	-0,225	-1,278	-0,37	-0,302	0,721583	0,659635	0,004418	0,593926	0,664023
SCO7035	1,105	1,345	1,183	1,062	0,27	0,000095	0,000003	0,000024	0,000145	0,378784
SCO7036	2,893	4,192	4,054	3,946	4,325	0	0	0	0	0
SCO7037	0,903	0,759	0,482	0,479	0,825	0,00033	0,000807	0,026064	0,062918	0,000473
SCO7038	-0,112	-0,249	-0,175	-0,139	-0,033	0,461492	0,006612	0,048793	0,262387	0,869498
SCO7041	0,344	0,375	0,95	1,292	1,291	0,772337	0,447999	0,026138	0,008048	0,004207
SCO7043	-0,043	0,294	-0,109	-0,036	-0,62	0,999071	0,230166	0,665524	0,953265	0,009926
SCO7050	0,437	0,851	0,46	0,249	0,169	0,306313	0,004355	0,111232	0,605008	0,750336
SCO7057	0,12	-0,135	-0,496	-0,131	0,162	0,81693	0,478193	0,004602	0,633935	0,476807
SCO7058	0,139	-0,123	0,451	0,81	0,527	0,833035	0,601513	0,023235	0,000381	0,010734
SCO7065	0,227	1,207	1,378	0,349	0,47	0,866676	0,001031	0,0005	0,532636	0,266347
SCO7068	0,188	1,013	0,314	0,394	0,107	0,930113	0,005441	0,393894	0,473454	0,900902
SCO7083	-0,039	-0,243	-1,055	-0,012	-0,157	0,999071	0,605172	0,009836	0,990548	0,855551
SCO7109	0,014	-0,115	0,314	0,121	0,378	0,999071	0,427423	0,015301	0,554295	0,00471
SCO7158	0,019	-0,37	-0,182	0,14	-0,075	0,999071	0,009014	0,194703	0,52821	0,774493
SCO7169	0,02	-0,356	-1,169	0,066	-0,206	0,999071	0,445143	0,00641	0,950731	0,79697
SCO7187	0,237	0,237	-0,253	-0,032	-0,402	0,233183	0,113375	0,075673	0,930261	0,008244
SCO7192	-1,949	-1,299	1,218	-0,3	0,859	0,000083	0,002407	0,005583	0,672673	0,051955
SCO7197	0,787	1,382	0,605	0,456	0,487	0,0985	0,000673	0,11396	0,436845	0,301859
SCO7202	-0,134	-0,111	-0,688	-0,025	0,064	0,923674	0,724624	0,008374	0,969962	0,917754
SCO7207	-0,305	-0,405	-0,736	-0,392	-0,768	0,492025	0,130082	0,005998	0,260401	0,004074
SCO7210	0,267	0,471	0,227	0,482	0,794	0,663163	0,105609	0,442524	0,190283	0,007141
SCO7211	0,071	-0,293	-0,081	-0,247	-0,882	0,999071	0,286057	0,782941	0,541594	0,001096
SCO7217	-0,036	-0,545	-0,149	0,088	-0,095	0,999071	0,003177	0,431365	0,804372	0,783006
SCO7218	-0,207	-0,578	-0,3	-0,193	0,208	0,432873	0,000663	0,058992	0,425876	0,286106
SCO7230	0,581	0,378	0,307	0,423	0,483	0,000263	0,006677	0,024852	0,006833	0,000999
SCO7233	-0,48	-1,139	-0,468	-0,425	0,372	0,244722	0,000322	0,112889	0,313742	0,310046
SCO7235	0,036	-0,024	-0,989	-0,956	-0,773	0,999071	0,959394	0,004857	0,011376	0,026046
SCO7236	0,091	0,596	0,607	0,439	0,616	0,912925	0,000524	0,000739	0,01917	0,000502
SCO7237	0,11	0,981	1,309	1,039	0,812	0,977816	0,001177	0,000087	0,001723	0,007809
SCO7238	-0,022	1,32	1,806	2,255	2,296	0,999071	0,000687	0,000031	0,000002	0,000001
SCO7239	-0,115	-0,471	0,159	0,139	0,118	0,856301	0,007485	0,37672	0,631746	0,685866
SCO7255	0,227	1,27	1,242	0,411	0,25	0,728998	0,000023	0,000052	0,260401	0,504661
SCO7257	1,118	2,174	0,504	0,415	-0,223	0,016788	0,000006	0,221126	0,519793	0,772096
SCO7261	0,086	0,89	1,356	0,82	1,11	0,999071	0,083093	0,008956	0,217305	0,034612
SCO7263	-0,001	-0,039	0,41	0,1	-0,872	0,99992	0,882586	0,030152	0,784704	0,000054
SCO7265	-0,27	-0,293	-0,678	-0,212	-0,138	0,477196	0,211129	0,00399	0,549965	0,722715
SCO7267	0,255	-1,066	-0,016	0,112	0,437	0,599938	0,000071	0,959914	0,820297	0,101742
SCO7268	0,078	-0,795	-0,134	-0,247	-0,14	0,970997	0,000098	0,497588	0,362283	0,638732
SCO7271	0,327	0,218	-0,065	0,089	0,525	0,164381	0,263885	0,752232	0,801982	0,005625
SCO7278	0,171	0,999	0,647	0,338	1,073	0,859728	0,000312	0,015058	0,378549	0,000191
SCO7285	0,545	-0,171	-0,38	-0,089	0,008	0,004386	0,367192	0,024918	0,784704	0,987398
SCO7287	-0,103	-0,213	0,739	0,889	1,179	0,979835	0,506172	0,009977	0,004791	0,000126
SCO7290	0,222	1,404	2,351	2,731	2,743	0,763286	0,00001	0	0	0
SCO7302	0,111	-0,074	0,383	0,953	0,599	0,965542	0,832472	0,136498	0,001232	0,027575
SCO7305	0,002	-0,245	-0,051	0,114	0,489	0,999564	0,188077	0,805528	0,714607	0,007562
SCO7310	-0,03	0,801	1,435	0,386	0,122	0,999071	0,083082	0,002814	0,601941	0,912607
SCO7311	-0,075	0,174	0,422	0,816	0,665	0,977816	0,44235	0,031006	0,000356	0,001564
SCO7314	1,289	2,929	1,905	1,881	2,239	0,001497	0	0,000009	0,000014	0,000001
SCO7317	0,912	1,928	2,234	2,391	2,587	0,067625	0,00003	0,000008	0,000004	0,000001
SCO7319	0,215	1,293	0,427	0,235	-0,072	0,441268	0	0,01389	0,333143	0,844465
SCO7328	0,127	1,143	0,749	1,043	0,535	0,843662	0,000001	0,000314	0,000006	0,006149
SCO7330	0,442	1,824	2,611	2,606	2,857	0,393766	0,000003	0	0	0
SCO7332	0,294	1,492	0,696	-0,152	-0,63	0,657399	0,000019	0,023034	0,800529	0,052676
SCO7333	0,075	1,648	1,157	-0,179	-0,438	0,999071	0,00003	0,002295	0,796319	0,310585
SCO7334	0,461	2,43	1,521	-0,152	-1,116	0,402918	0	0,000125	0,828399	0,002484
SCO7335	0,344	2,944	1,171	-0,25	-1,686	0,783189	0	0,010994	0,766225	0,000488
SCO7336	0,958	4,399	3,923	0,618	-0,045	0,13077	0	0	0,406559	0,974596
SCO7337	0,495	3,188	3,009	0,853	-0,191	0,620451	0	0,000001	0,167767	0,855698
SCO7338	0,354	2,156	2,178	0,411	-0,218	0,462325	0	0	0,310363	0,631616
SCO7340	0,169	0,836	0,715	-0,061	-0,307	0,90646	0,005441	0,016781	0,934841	0,439832
SCO7341	0,054	1,187	1,434	0,506	0,077	0,999071	0,000011	0,000002	0,070003	0,887925
SCO7346	-0,373	-0,719	-0,161	-0,21	-0,158	0,223921	0,001966	0,500882	0,562581	0,672105
SCO7353	0,325	0,399	0,202	0,344	0,061	0,012344	0,000835	0,072671	0,008338	0,777277
SCO7357	0,259	0,035	-0,566	-0,261	-0,146	0,444435	0,902492	0,008343	0,388944	0,664859
SCO7365	-0,046	0,255	-1,6	0,134	-0,534	0,999071	0,727602	0,008403	0,925532	0,519002
SCO7371	0,583	2,794	2,136	2,073	1,784	0,035655	0	0	0	0
SCO7372	0,088	0,745	0,645	0,279	-0,119	0,990001	0,005339	0,015607	0,49742	0,826243
SCO7373	0,408	1,524	2,223	1,268	1,543	0,438093	0,000024	0	0,000584	0,000028
SCO7374	0,269	0,93	1,234	1,457	1,014	0,221941	0,000002	0	0	0,000001
SCO7377	1,056	1,125	1,446	1,312	1,164	0,018089	0,004944	0,000793	0,003228	0,004776
SCO7378	0,408	0,917	1,583	1,423	1,405	0,082834	0,000024	0	0	0
SCO7379	0,303	0,543	1,542	1,548	1,627	0,304713	0,008605	0	0	0
SCO7381	0,274	1,074	1,801	1,959	1,958	0,520196	0,000049	0	0	0
SCO7382	-0,001	-0,218	-0,764	0,017	0,15	0,99992	0,460573	0,005118	0,981269	0,749093
SCO7383	-0,115	1,502	0,287	0,358	-0,061	0,999071	0,002229	0,572514	0,654237	0,96144
SCO7387	0,337	1,258	1,352	1,825	1,503	0,734497	0,002155	0,001702	0,000101	0,0005
SCO7388	0,354	0,509	0,68	0,912	0,623	0,247072	0,023289	0,003943	0,000363	0,007204
SCO7389	0,313	0,267	0,886	0,71	0,466	0,291378	0,2238	0,00015	0,002466	0,031838
SCO7402	-0,032	-0,376	-0,416	-0,183	-0,509	0,999071	0,003521	0,002136	0,303255	0,000226
SCO7412	0,731	2,231	2,149	2,384	1,927	0,006434	0	0	0	0
SCO7413	0,168	0,775	1,38	1,083	0,919	0,947533	0,032393	0,000451	0,007293	0,013029
SCO7414	0,004	0,595	1,141	0,916	0,687	0,999564	0,089968	0,001821	0,018472	0,057031
SCO7415	0,069	0,249	0,792	0,776	0,743	0,987017	0,238885	0,000335	0,000608	0,000527
SCO7416	0,158	2,008	2,674	1,793	1,413	0,867059	0	0	0	0,000003
SCO7421	0,114	1,07	-0,084	0,012	-1,203	0,987017	0,001646	0,831068	0,989813	0,000699
SCO7423	0,116	0,476	1,418	1,166	0,824	0,721526	0,000662	0	0	0,000001
SCO7428	-0,191	-0,689	-0,25	-0,248	-0,212	0,521128	0,000132	0,131035	0,288331	0,295903
SCO7432	0,085	0,868	0,319	0,299	-0,596	0,990001	0,001245	0,221126	0,450755	0,028508
SCO7434	2,437	5,898	1,873	0,342	-0,649	0,006108	0	0,018404	0,829572	0,584787
SCO7437	0,161	-0,268	-0,542	-0,096	-0,186	0,761645	0,204852	0,008956	0,811355	0,514976
SCO7439	-0,095	-0,536	-0,048	-0,145	0,202	0,947533	0,008236	0,844848	0,670922	0,459414
SCO7449	1,169	5,209	1,682	0,475	0,102	0,392725	0,000001	0,04975	0,775534	0,966054
SCO7450	0,174	1,801	0,673	0,084	-0,01	0,990001	0,001005	0,200685	0,951812	0,994438
SCO7451	0,372	1,205	0,676	0,373	-0,137	0,665849	0,002907	0,081639	0,554545	0,879488
SCO7452	1,867	1,771	-0,161	-0,342	0,394	0,000018	0,000012	0,680515	0,54637	0,389746
SCO7453	2,375	2,656	0,044	-0,105	0,734	0,000082	0,000006	0,947116	0,934514	0,209147
SCO7454	0,362	0,684	-0,25	-0,231	0,339	0,367425	0,009565	0,35105	0,587295	0,278622
SCO7458	-0,102	1,627	0,439	0,349	0,478	0,974729	0	0,080445	0,340151	0,081877
SCO7463	-1,054	-1,323	-0,43	-0,405	0,464	0,008491	0,000427	0,228074	0,455815	0,27546
SCO7464	-1,374	-1,893	-0,642	-0,682	0,416	0,014052	0,000293	0,192062	0,331917	0,568802
SCO7465	-0,836	-1,114	-0,388	-0,539	0,245	0,074059	0,004904	0,33046	0,330989	0,717308
SCO7468	-0,219	0,096	-0,449	-0,424	-0,917	0,614863	0,721765	0,034989	0,105661	0,000125
SCO7469	0,295	0,499	-0,082	0,089	-1,081	0,541328	0,066792	0,788824	0,877163	0,0002
SCO7471	0,155	0,864	0,152	-0,014	-1,497	0,983181	0,046128	0,755731	0,990403	0,001005
SCO7472	0,091	0,86	-0,148	-0,038	-1,555	0,999071	0,075579	0,787513	0,976288	0,001857
SCO7473	-0,241	0,524	0,032	-0,107	-1,574	0,910676	0,246035	0,953868	0,91467	0,000551
SCO7474	0,15	0,263	0,272	0,055	-0,941	0,961206	0,507021	0,449458	0,951605	0,008861
SCO7475	-0,274	0,412	-0,068	-0,269	-1,177	0,856403	0,363396	0,894533	0,709236	0,005955
SCO7482	-1,532	0,348	-0,525	-1,228	-0,365	0,002556	0,50218	0,25102	0,017365	0,592717
SCO7491	0,863	0,232	-0,004	0,104	-0,042	0,000041	0,205194	0,987235	0,74465	0,923218
SCO7494	-0,101	-0,241	-1,357	-0,249	0,033	0,999071	0,671557	0,006294	0,781234	0,980581
SCO7497	-0,076	-0,12	-0,364	-0,256	-0,611	0,976084	0,604512	0,056357	0,360097	0,002821
SCO7509	-0,044	0,429	0,548	0,505	0,189	0,999071	0,026831	0,006409	0,021613	0,472316
SCO7517	-0,254	-0,774	-0,095	-0,42	-0,098	0,724422	0,009704	0,780508	0,31402	0,88576
SCO7523	0,133	2,351	1,569	0,704	0,49	0,964434	0	0,000018	0,053089	0,161214
SCO7524	0,125	2,107	1,688	1,267	0,553	0,995441	0,000009	0,000254	0,006851	0,258552
SCO7525	0,052	1,719	1,453	0,695	0,587	0,999071	0	0,000002	0,011865	0,020862
SCO7534	0,08	-0,075	-0,04	0,048	-0,43	0,903774	0,649815	0,805528	0,871004	0,003166
SCO7536	-2,088	-0,661	-1,547	-0,988	-1,709	0,001519	0,294086	0,009964	0,191722	0,004974
SCO7538	-0,012	-0,148	-0,389	-0,029	-0,178	0,999071	0,340264	0,008086	0,933859	0,29571
SCO7551	1,471	1,096	-0,156	-0,094	-0,452	0,000455	0,003314	0,70286	0,913025	0,310327
SCO7563	0,649	0,315	0,112	0,324	0,256	0,000082	0,025109	0,439865	0,044522	0,086349
SCO7572	0,206	-0,031	-0,284	0,019	0,019	0,11323	0,819038	0,008723	0,94611	0,947298
SCO7573	0,142	1,434	0,526	0,086	-0,54	0,980973	0,000384	0,168065	0,928941	0,226093
SCO7574	-0,009	2,43	2,903	1,282	0,795	0,999429	0	0	0,001944	0,038789
SCO7582	-0,259	-0,633	-0,029	0,146	0,241	0,520196	0,006086	0,918057	0,720082	0,425686
SCO7590	0,391	2,818	2,226	2,339	2,26	0,411113	0	0	0	0
SCO7596	0,761	0,839	1,253	0,839	-0,131	0,101307	0,028265	0,002079	0,05888	0,879769
SCO7606	-0,452	-0,199	-0,715	-0,238	-0,023	0,082996	0,41237	0,00198	0,473454	0,969054
SCO7608	-0,054	-0,046	-0,342	-0,334	-1,142	0,999071	0,924394	0,334523	0,546066	0,001825
SCO7611	-0,131	-0,595	-0,387	-0,212	-0,089	0,903163	0,008877	0,079347	0,556214	0,855551
SCO7620	-0,056	0,393	1,136	1,825	1,4	0,999071	0,265524	0,00139	0,000007	0,00012
SCO7621	-0,164	0,236	0,857	0,773	0,526	0,869187	0,420196	0,002073	0,008484	0,055451
SCO7622	-0,132	-0,251	-0,235	-0,155	-0,621	0,813447	0,185165	0,190959	0,602151	0,001244
SCO7623	-0,176	-0,26	-0,477	-0,418	-0,933	0,618785	0,150623	0,008148	0,036427	0,000006
SCO7624	-0,245	-0,66	-0,056	-0,261	0,076	0,480904	0,001596	0,816166	0,379769	0,868507
SCO7628	0,125	-0,113	-0,061	-0,131	-0,395	0,595934	0,406474	0,641109	0,483681	0,001918
SCO7629	0,476	0,267	-0,104	-0,014	-0,111	0,007277	0,097513	0,533634	0,973175	0,666672
SCO7631	0,019	-0,378	0,003	0,018	1,237	0,999071	0,358945	0,996156	0,986202	0,001625
SCO7635	0,171	0,079	-0,257	0,325	-0,87	0,928813	0,85916	0,446411	0,520942	0,009932
SCO7637	-0,114	-0,263	-0,534	0,126	-0,093	0,894657	0,192923	0,007882	0,714607	0,80731
SCO7641	-0,194	-0,518	0,163	0,07	0,392	0,592506	0,005911	0,398416	0,857193	0,045808
SCO7647	0,568	1,185	-0,442	-0,047	-1,399	0,308747	0,002669	0,252662	0,964487	0,000708
SCO7654	0,415	0,708	0,091	0,02	0,568	0,173003	0,003025	0,731366	0,975862	0,019384
SCO7655	0,522	0,696	0,297	0,117	1,101	0,080557	0,005694	0,229684	0,811355	0,000071
SCO7665	0,136	1,42	0,689	0,402	0,525	0,994589	0,001695	0,112097	0,570775	0,337922
SCO7673	-0,03	1,595	0,153	-0,011	-0,062	0,999071	0,000036	0,689476	0,990403	0,94866
SCO7674	0,17	1,678	0,741	0,317	-0,042	0,955399	0,000058	0,047316	0,614142	0,966992
SCO7675	-0,145	0,928	0,228	-0,102	-0,35	0,949446	0,003177	0,480601	0,878394	0,373341
SCO7696	-0,058	-0,419	-0,683	-0,238	0,13	0,999071	0,110273	0,008948	0,553611	0,788734
SCO7699	1,043	2,524	0,185	-0,018	-2,17	0,030321	0,000001	0,688099	0,987835	0,00001
SCO7700	0,995	1,955	0,037	0,082	-1,408	0,018266	0,000005	0,937832	0,929785	0,00042
SCO7701	0,868	2,332	0,055	-0,187	-2,13	0,051877	0,000001	0,906504	0,801082	0,000003
SCO7710	-0,393	-0,045	-0,803	-0,594	-0,287	0,220864	0,890131	0,001702	0,029356	0,328684
SCO7717	-0,271	-0,092	-1,323	-1,455	-1,654	0,768393	0,84137	0,000465	0,000239	0,000025
SCO7724	0,245	0,102	0,358	0,476	0,714	0,269728	0,586924	0,023037	0,007914	0,000061
SCO7728	0,275	0,931	0,141	-0,065	-0,305	0,400907	0,000049	0,522836	0,888806	0,201778
SCO7729	0,211	0,897	0,207	-0,007	-0,295	0,746534	0,000807	0,439865	0,991774	0,365841
SCO7737	-0,181	-0,358	-0,921	-0,22	-0,113	0,864278	0,22854	0,002218	0,638063	0,853693
SCO7766	-0,078	-0,102	-0,143	-0,343	-0,718	0,987076	0,720821	0,556755	0,277024	0,002673
SCO7773	0,012	-0,764	-0,369	-0,039	0,431	0,999071	0,006026	0,176547	0,957768	0,163153
SCO7776	0,145	0,822	0,767	0,329	0,204	0,893928	0,001063	0,002972	0,342358	0,569084
SCO7781	-0,298	-0,104	-1,142	-0,027	-0,121	0,828782	0,857595	0,008985	0,981269	0,907317
SCO7792	-0,683	-0,412	-0,128	-0,085	0,391	0,002247	0,038952	0,5443	0,831397	0,063261
SCO7801	-0,253	-0,503	-0,789	-0,254	-0,124	0,663163	0,068063	0,005144	0,55154	0,818841
SCO7805	-0,391	0,07	-1,317	-0,468	-0,867	0,746467	0,91482	0,007347	0,526598	0,087167
SCO7807	-0,169	-0,387	-0,886	0,03	-0,263	0,841009	0,129013	0,000957	0,964487	0,416992
SCO7810	-1,572	-1,513	0,838	0,24	1,792	0,000055	0,000031	0,012167	0,663251	0,000005
SCO7813	-0,285	-0,224	-0,594	-0,288	-0,216	0,344871	0,305367	0,005144	0,308979	0,415709
