gene	logFC	FDR
SVEN_1821	0,49	2,59565E-08
SVEN_3725	0,49	2,70389E-05
SVEN_3430	0,49	0,000115737
SVEN_3432	0,49	0,000409214
SVEN_2285	0,49	0,001521279
SVEN_3157	0,49	0,004686281
SVEN_4843	0,49	0,007358247
SVEN_0019	0,49	0,008803186
SVEN_0208	0,49	0,02478641
SVEN_0232	0,49	0,03342452
SVEN_6863	0,49	0,04839077
SVEN_4940	0,49	0,0555594
SVEN_1585	0,49	0,07291613
SVEN_0977	0,49	0,1228395
SVEN_7037	0,49	0,2451505
SVEN_6774	0,49	0,2247903
SVEN_6574	0,49	0,2285172
SVEN_0584	0,49	0,2883291
SVEN_2125	0,49	0,2950264
SVEN_2519	0,49	0,301179
SVEN_5688	0,49	0,3033979
SVEN_0344	0,49	0,3596625
SVEN_7340	0,49	0,3743785
SVEN_0496	0,49	0,4180585
SVEN_5780	0,49	0,580176
SVEN_3727	0,48	1,08262E-05
SVEN_0593	0,48	9,44666E-05
SVEN_0910	0,48	0,000853638
SVEN_2023	0,48	0,002497088
SVEN_0589	0,48	0,01559932
SVEN_4823	0,48	0,03898857
SVEN_0151	0,48	0,05371053
SVEN_3418	0,48	0,1050762
SVEN_6688	0,48	0,1439951
SVEN_7116	0,48	0,2452073
SVEN_0280	0,48	0,3994411
SVEN_5098	0,48	0,4396896
SVEN_0360	0,48	0,4830861
SVEN_7214	0,48	0,5650348
SVEN_5434	0,47	3,41398E-05
SVEN_1909	0,47	5,16921E-05
SVEN_1086	0,47	8,14194E-05
SVEN_6055	0,47	0,000231451
SVEN_4204	0,47	0,003319218
SVEN_6876	0,47	0,004878937
SVEN_1544	0,47	0,008693715
SVEN_6076	0,47	0,01542148
SVEN_2525	0,47	0,01789834
SVEN_4631	0,47	0,01834806
SVEN_4032	0,47	0,02460784
SVEN_5814	0,47	0,03800253
SVEN_2149	0,47	0,04035558
SVEN_1129	0,47	0,07982036
SVEN_5878	0,47	0,09464491
SVEN_5139	0,47	0,1107328
SVEN_0323	0,47	0,1498559
SVEN_0259	0,47	0,1717293
SVEN_7297	0,47	0,2786901
SVEN_6277	0,47	0,2864038
SVEN_4267	0,47	0,3211913
SVEN_7085	0,47	0,4619389
SVEN_0043	0,47	0,4895095
SVEN_0129	0,47	0,4999528
SVEN_6696	0,47	0,5529085
SVEN_0107	0,46	3,46456E-06
SVEN_5855	0,46	1,13519E-05
SVEN_1608	0,46	2,49711E-05
SVEN_0614	0,46	5,33576E-05
SVEN_6539	0,46	0,000212234
SVEN_4924	0,46	0,000312555
SVEN_3086	0,46	0,00078744
SVEN_0692	0,46	0,01004016
SVEN_6322	0,46	0,0116771
SVEN_1431	0,46	0,01557799
SVEN_7432	0,46	0,01723152
SVEN_7234	0,46	0,03164916
SVEN_7038	0,46	0,07317852
SVEN_2683	0,46	0,08293725
SVEN_5094	0,46	0,09035028
SVEN_3119	0,46	0,1573705
SVEN_7162	0,46	0,3125403
SVEN_3265	0,46	0,3912646
SVEN_0492	0,46	0,3957014
SVEN_6371	0,46	0,4151799
SVEN_5676	0,46	0,5021192
SVEN_0923	0,46	0,5061614
SVEN_0799	0,46	0,5871944
SVEN_3425	0,45	2,5452E-05
SVEN_6470	0,45	0,000321474
SVEN_3431	0,45	0,000519191
SVEN_2925	0,45	0,001110237
SVEN_4978	0,45	0,001216071
SVEN_1087	0,45	0,001674106
SVEN_4969	0,45	0,003209609
SVEN_2828	0,45	0,004268715
SVEN_6466	0,45	0,02826125
SVEN_5917	0,45	0,03773387
SVEN_5069	0,45	0,05790685
SVEN_5752	0,45	0,06117918
SVEN_4501	0,45	0,07034811
SVEN_3264	0,45	0,07344858
SVEN_5371	0,45	0,07523326
SVEN_4965	0,45	0,07970294
SVEN_6736	0,45	0,08222044
SVEN_5918	0,45	0,09788424
SVEN_4164	0,45	0,1168754
SVEN_7095	0,45	0,2028881
SVEN_2276	0,45	0,2720972
SVEN_7196	0,45	0,4046868
SVEN_4547	0,45	0,4188192
SVEN_1047	0,45	0,468864
SVEN_4441	0,44	0,000103317
SVEN_4458	0,44	0,000195904
SVEN_1325	0,44	0,000265417
SVEN_1943	0,44	0,000382869
SVEN_6685	0,44	0,00293196
SVEN_0303	0,44	0,003810372
SVEN_4300	0,44	0,006346333
SVEN_5763	0,44	0,007903285
SVEN_1344	0,44	0,03062364
SVEN_3068	0,44	0,04631986
SVEN_4629	0,44	0,06703922
SVEN_2681	0,44	0,07139854
SVEN_6521	0,44	0,1739891
SVEN_6672	0,44	0,2351535
SVEN_3615	0,44	0,3852965
SVEN_0981	0,44	0,2575871
SVEN_4679	0,44	0,301176
SVEN_7126	0,44	0,4244962
SVEN_1914	0,44	0,4289701
SVEN_1478	0,44	0,4351549
SVEN_2203	0,44	0,474463
SVEN_4634	0,44	0,4791943
SVEN_1836	0,44	0,4817956
SVEN_7298	0,44	0,4848488
SVEN_6151	0,44	0,4920666
SVEN_6248	0,44	0,5112627
SVEN_3886	0,43	6,52575E-07
SVEN_3811	0,43	1,14485E-06
SVEN_1250	0,43	3,58733E-05
SVEN_4558	0,43	0,000297111
SVEN_4960	0,43	0,003751039
SVEN_0544	0,43	0,004792662
SVEN_1905	0,43	0,005506261
SVEN_0285	0,43	0,005524097
SVEN_0258	0,43	0,01420754
SVEN_3419	0,43	0,02575406
SVEN_4619	0,43	0,02872978
SVEN_3566	0,43	0,03187579
SVEN_7426	0,43	0,07573291
SVEN_0261	0,43	0,09359369
SVEN_7068	0,43	0,09850759
SVEN_6427	0,43	0,1366211
SVEN_6142	0,43	0,1594125
SVEN_4895	0,43	0,1713877
SVEN_3487	0,43	0,217031
SVEN_4119	0,43	0,2267943
SVEN_0042	0,43	0,250565
SVEN_4674	0,43	0,3266283
SVEN_0930	0,43	0,2645253
SVEN_6749	0,43	0,2658675
SVEN_1320	0,43	0,3254309
SVEN_7171	0,43	0,4271998
SVEN_4280	0,43	0,4278501
SVEN_1674	0,43	0,4537221
SVEN_0276	0,43	0,5555955
SVEN_3321	0,43	0,7416163
SVEN_0933	0,43	0,7777867
SVEN_r19	0,43	0,7885261
SVEN_7383	0,43	0,8158746
SVEN_6178	0,43	0,8260492
SVEN_3708	0,42	0,000108795
SVEN_5483	0,42	0,000454631
SVEN_4160	0,42	0,001798307
SVEN_1156	0,42	0,002823403
SVEN_0117	0,42	0,01307019
SVEN_4096	0,42	0,01540067
SVEN_2463	0,42	0,02261544
SVEN_1347	0,42	0,03033581
SVEN_2045	0,42	0,03050305
SVEN_2555	0,42	0,04114572
SVEN_7032	0,42	0,07742994
SVEN_0241	0,42	0,07867344
SVEN_7042	0,42	0,08431106
SVEN_3105	0,42	0,08500691
SVEN_5320	0,42	0,100123
SVEN_7070	0,42	0,1027436
SVEN_6501	0,42	0,1243469
SVEN_0028	0,42	0,1585333
SVEN_2423	0,42	0,1665976
SVEN_2010	0,42	0,1723154
SVEN_6160	0,42	0,1939437
SVEN_0230	0,42	0,2060503
SVEN_7142	0,42	0,3053668
SVEN_5219	0,42	0,311153
SVEN_7205	0,42	0,3309033
SVEN_7195	0,42	0,340066
SVEN_5418	0,42	0,3512288
SVEN_4273	0,42	0,3552244
SVEN_2133	0,42	0,391137
SVEN_6954	0,42	0,4200041
SVEN_6828	0,42	0,4472399
SVEN_0927	0,42	0,449531
SVEN_6849	0,42	0,4575064
SVEN_3721	0,41	0,00110093
SVEN_4480	0,41	0,003977191
SVEN_2549	0,41	0,004688923
SVEN_0900	0,41	0,006287891
SVEN_2814	0,41	0,00774877
SVEN_2530	0,41	0,01281236
SVEN_4959	0,41	0,02018752
SVEN_6471	0,41	0,02975889
SVEN_5125	0,41	0,03248099
SVEN_6159	0,41	0,03475583
SVEN_4535	0,41	0,03505819
SVEN_2955	0,41	0,04678756
SVEN_7449	0,41	0,04771657
SVEN_3923	0,41	0,05632843
SVEN_0414	0,41	0,05809178
SVEN_5093	0,41	0,09845066
SVEN_2145	0,41	0,1279242
SVEN_6092	0,41	0,1418523
SVEN_5096	0,41	0,1439454
SVEN_6068	0,41	0,1646483
SVEN_1179	0,41	0,2051777
SVEN_7209	0,41	0,2251194
SVEN_7193	0,41	0,2445963
SVEN_2532	0,41	0,2614238
SVEN_0035	0,41	0,3311298
SVEN_3542	0,41	0,3313147
SVEN_6767	0,41	0,6352269
SVEN_7450	0,41	0,6379052
SVEN_3998	0,41	0,6792724
SVEN_1918	0,41	0,6842916
SVEN_7363	0,41	0,7414821
SVEN_6739	0,41	0,7473332
SVEN_0808	0,41	0,7776625
SVEN_5630	0,41	0,8122707
SVEN_3982	0,41	0,8131908
SVEN_0698	0,4	1,21202E-06
SVEN_2993	0,4	1,29114E-05
SVEN_0109	0,4	0,002808266
SVEN_2987	0,4	0,007095849
SVEN_3694	0,4	0,01296033
SVEN_2983	0,4	0,01652123
SVEN_1065	0,4	0,0170206
SVEN_0828	0,4	0,04449328
SVEN_3547	0,4	0,04791018
SVEN_2713	0,4	0,05991171
SVEN_7035	0,4	0,06830207
SVEN_5455	0,4	0,06887199
SVEN_5761	0,4	0,07832913
SVEN_5322	0,4	0,08605348
SVEN_4620	0,4	0,1123623
SVEN_0390	0,4	0,1155196
SVEN_0513	0,4	0,1439951
SVEN_4274	0,4	0,1596345
SVEN_4109	0,4	0,210868
SVEN_7442	0,4	0,2372173
SVEN_2486	0,4	0,2431261
SVEN_3386	0,4	0,3390753
SVEN_7218	0,4	0,3699034
SVEN_4248	0,4	0,3756037
SVEN_3992	0,4	0,4303712
SVEN_7192	0,4	0,4403883
SVEN_0011	0,4	0,4813888
SVEN_1668	0,4	0,4855852
SVEN_0557	0,4	0,5162619
SVEN_5897	0,4	0,5290593
SVEN_0380	0,4	0,5586634
SVEN_0507	0,4	0,6650513
SVEN_5932	0,4	0,6713928
SVEN_0540	0,4	0,6924527
SVEN_4891	0,4	0,7138313
SVEN_1162	0,4	0,7340757
SVEN_6637	0,4	0,7778605
SVEN_7207	0,4	0,8472625
SVEN_3995	0,39	0,000135248
SVEN_4563	0,39	0,000184872
SVEN_5223	0,39	0,000285644
SVEN_3884	0,39	0,000521004
SVEN_5591	0,39	0,01864595
SVEN_2812	0,39	0,02868114
SVEN_2577	0,39	0,03691375
SVEN_0341	0,39	0,04281874
SVEN_1302	0,39	0,04571634
SVEN_0128	0,39	0,07267602
SVEN_3488	0,39	0,1096065
SVEN_2988	0,39	0,1130275
SVEN_0246	0,39	0,1282594
SVEN_4502	0,39	0,1561641
SVEN_6223	0,39	0,1776656
SVEN_2735	0,39	0,183682
SVEN_1376	0,39	0,1848502
SVEN_6691	0,39	0,2216039
SVEN_7107	0,39	0,2237194
SVEN_3093	0,39	0,3575136
SVEN_2586	0,39	0,3268139
SVEN_0389	0,39	0,3687896
SVEN_2117	0,39	0,3875699
SVEN_6486	0,39	0,4478267
SVEN_4652	0,39	0,4537753
SVEN_2249	0,39	0,4931419
SVEN_5130	0,39	0,5013141
SVEN_2137	0,39	0,5023286
SVEN_6200	0,39	0,5278776
SVEN_7025	0,39	0,5331191
SVEN_0478	0,39	0,6190452
SVEN_5795	0,39	0,6253234
SVEN_4938	0,39	0,6369912
SVEN_6918	0,39	0,6579874
SVEN_0084	0,39	0,6683149
SVEN_6709	0,39	0,6709788
SVEN_5612	0,39	0,6757261
SVEN_6208	0,39	0,7157566
SVEN_3936	0,39	0,7201756
SVEN_0278	0,39	0,7232799
SVEN_3514	0,39	0,7693554
SVEN_6207	0,39	0,7937551
SVEN_5593	0,39	0,8004695
SVEN_0058	0,39	0,8220321
SVEN_2084	0,39	0,8233281
SVEN_2477	0,39	0,8399345
SVEN_2090	0,39	0,8421557
SVEN_6295	0,39	0,8427486
SVEN_6260	0,39	0,844677
SVEN_3999	0,39	0,8452145
SVEN_5640	0,39	0,8453892
SVEN_0806	0,39	0,8463205
SVEN_0114	0,39	0,8668279
EBG00001120614	0,39	0,8668515
SVEN_4893	0,39	0,8679761
SVEN_6859	0,39	0,8711933
SVEN_5642	0,39	0,871825
SVEN_7100	0,39	0,8758955
SVEN_5608	0,39	0,8973389
EBG00001120604	0,39	0,9006784
SVEN_5595	0,39	0,9162077
SVEN_4001	0,39	0,9301182
EBG00001120608	0,39	0,9301184
EBG00001120625	0,39	0,9301184
EBG00001120594	0,39	0,9301188
SVEN_6759	0,39	0,9301189
EBG00001120654	0,39	0,9301205
SVEN_1949	0,38	2,79932E-05
SVEN_3885	0,38	0,00059436
SVEN_6387	0,38	0,002134493
SVEN_7033	0,38	0,002590953
SVEN_6365	0,38	0,007370959
SVEN_3013	0,38	0,04731796
SVEN_4928	0,38	0,06023116
SVEN_0421	0,38	0,06125938
SVEN_1067	0,38	0,06493827
SVEN_1279	0,38	0,07391247
SVEN_6410	0,38	0,08279435
SVEN_0635	0,38	0,1209538
SVEN_7034	0,38	0,1213697
SVEN_6910	0,38	0,1314439
SVEN_1534	0,38	0,1319069
SVEN_6890	0,38	0,1392936
SVEN_5426	0,38	0,1717147
SVEN_4776	0,38	0,1759995
SVEN_2594	0,38	0,2393351
SVEN_1066	0,38	0,247254
SVEN_3494	0,38	0,2725515
SVEN_6035	0,38	0,2790257
SVEN_0198	0,38	0,3318348
SVEN_6799	0,38	0,3379329
SVEN_6558	0,38	0,3677324
SVEN_7177	0,38	0,4025673
SVEN_1794	0,38	0,4142788
SVEN_3385	0,38	0,4528981
SVEN_6771	0,38	0,5099609
SVEN_0960	0,38	0,5167295
SVEN_0045	0,38	0,5242904
SVEN_5635	0,38	0,561965
SVEN_5575	0,38	0,622131
SVEN_3221	0,38	0,6247151
SVEN_6936	0,38	0,679367
SVEN_6609	0,38	0,6893011
SVEN_6720	0,38	0,6901577
SVEN_5644	0,38	0,7813711
SVEN_7075	0,38	0,8193885
SVEN_2931	0,37	1,95808E-06
SVEN_3478	0,37	5,53405E-06
SVEN_3351	0,37	0,000138847
SVEN_3035	0,37	0,00030987
SVEN_4067	0,37	0,000700481
SVEN_7047	0,37	0,001569748
SVEN_5948	0,37	0,001696459
SVEN_3812	0,37	0,002260647
SVEN_3078	0,37	0,003800578
SVEN_1451	0,37	0,00637946
SVEN_5429	0,37	0,009325345
SVEN_0480	0,37	0,01599861
SVEN_5891	0,37	0,0167021
SVEN_5783	0,37	0,02116536
SVEN_2227	0,37	0,02371445
SVEN_1688	0,37	0,02657013
SVEN_0670	0,37	0,02980005
SVEN_4998	0,37	0,03293412
SVEN_0999	0,37	0,04155834
SVEN_4630	0,37	0,05352281
SVEN_5682	0,37	0,07905905
SVEN_6128	0,37	0,09464746
SVEN_3497	0,37	0,0952277
SVEN_1313	0,37	0,1092681
SVEN_7140	0,37	0,1353648
SVEN_6950	0,37	0,1374584
SVEN_4688	0,37	0,1394326
SVEN_0324	0,37	0,1638
SVEN_0160	0,37	0,1662129
SVEN_1635	0,37	0,1784546
SVEN_0194	0,37	0,1912381
SVEN_0485	0,37	0,2011494
SVEN_5218	0,37	0,2201931
SVEN_2294	0,37	0,2265247
SVEN_3066	0,37	0,2950561
SVEN_0359	0,37	0,31339
SVEN_5687	0,37	0,4163335
SVEN_1527	0,37	0,3689004
SVEN_3541	0,37	0,3850325
SVEN_3450	0,37	0,4839296
SVEN_3756	0,37	0,51534
SVEN_2160	0,37	0,5666067
SVEN_2857	0,37	0,6099466
SVEN_1838	0,37	0,6223929
SVEN_6186	0,37	0,6237169
SVEN_7144	0,37	0,6282026
SVEN_6695	0,37	0,6310588
EBG00001120586	0,37	0,6405875
SVEN_0662	0,37	0,6542193
SVEN_2119	0,37	0,6705503
SVEN_6193	0,37	0,6859717
SVEN_0937	0,37	0,6997786
SVEN_6245	0,37	0,7035227
SVEN_1643	0,37	0,7315567
SVEN_6556	0,37	0,7376367
SVEN_3467	0,37	0,7684345
SVEN_6955	0,37	0,7763561
SVEN_5137	0,37	0,7994952
SVEN_3626	0,37	0,8119716
SVEN_0441	0,37	0,8376531
SVEN_5598	0,37	0,8440343
SVEN_3223	0,36	1,02173E-07
SVEN_3855	0,36	9,58154E-06
SVEN_2035	0,36	1,05958E-05
SVEN_2051	0,36	9,01212E-05
SVEN_0711	0,36	0,000101091
SVEN_5132	0,36	0,000108913
SVEN_6054	0,36	0,009658432
SVEN_7417	0,36	0,01573593
SVEN_0817	0,36	0,02534881
SVEN_2884	0,36	0,02563656
SVEN_4124	0,36	0,02687639
SVEN_3947	0,36	0,03238027
SVEN_0816	0,36	0,03348708
SVEN_3944	0,36	0,0343962
SVEN_5751	0,36	0,03599817
SVEN_3077	0,36	0,06051583
SVEN_2141	0,36	0,07807668
SVEN_7092	0,36	0,1444803
SVEN_5893	0,36	0,1483721
SVEN_6999	0,36	0,1552498
SVEN_3604	0,36	0,1746725
SVEN_6791	0,36	0,1765076
SVEN_6411	0,36	0,1842475
SVEN_0486	0,36	0,1896398
SVEN_0625	0,36	0,1902749
SVEN_0373	0,36	0,2204027
SVEN_6215	0,36	0,2562133
SVEN_5698	0,36	0,2753191
SVEN_6170	0,36	0,3148927
SVEN_0601	0,36	0,332453
SVEN_4110	0,36	0,4907062
SVEN_6286	0,36	0,3566705
SVEN_0374	0,36	0,3979571
SVEN_7185	0,36	0,4229241
SVEN_3070	0,36	0,5149429
SVEN_6618	0,36	0,5416895
SVEN_5439	0,36	0,6929129
SVEN_6369	0,36	0,696224
SVEN_0657	0,36	0,7172436
SVEN_6953	0,36	0,7276957
SVEN_6246	0,36	0,7428702
SVEN_6531	0,36	0,7437689
SVEN_6194	0,36	0,7511213
SVEN_1063	0,36	0,7749301
SVEN_0052	0,35	8,45591E-06
SVEN_4562	0,35	1,10646E-05
SVEN_3560	0,35	0,00043382
SVEN_4010	0,35	0,000703752
SVEN_3869	0,35	0,000745445
SVEN_4579	0,35	0,00079514
SVEN_5086	0,35	0,001825245
SVEN_1540	0,35	0,001914612
SVEN_2817	0,35	0,002168495
SVEN_3745	0,35	0,002872593
SVEN_3271	0,35	0,003757399
SVEN_0288	0,35	0,005686576
SVEN_5719	0,35	0,006243265
SVEN_6119	0,35	0,006403689
SVEN_2694	0,35	0,008457734
SVEN_1671	0,35	0,009501291
SVEN_0911	0,35	0,01346107
SVEN_2142	0,35	0,01871275
SVEN_3576	0,35	0,0208302
SVEN_5919	0,35	0,04961563
SVEN_0294	0,35	0,05427073
SVEN_0018	0,35	0,1033408
SVEN_0267	0,35	0,1166062
SVEN_0189	0,35	0,1205051
SVEN_2520	0,35	0,1219173
SVEN_7040	0,35	0,1321525
SVEN_2008	0,35	0,1709221
SVEN_0121	0,35	0,1923616
SVEN_0447	0,35	0,1962636
SVEN_4087	0,35	0,2364992
SVEN_7039	0,35	0,3074802
SVEN_3495	0,35	0,3493001
SVEN_0195	0,35	0,3807563
SVEN_3285	0,35	0,4073745
SVEN_6903	0,35	0,4311572
SVEN_7012	0,35	0,4893083
SVEN_4081	0,35	0,5327739
SVEN_5670	0,35	0,6109812
SVEN_6152	0,35	0,7059471
EBG00001120581	0,35	0,8420496
SVEN_4935	0,35	0,8448385
SVEN_6794	0,35	0,8495017
EBG00001120653	0,35	0,8499184
SVEN_2985	0,34	4,96742E-05
SVEN_6059	0,34	0,000972446
SVEN_0286	0,34	0,01925979
SVEN_6316	0,34	0,03122684
SVEN_0091	0,34	0,03191823
SVEN_0998	0,34	0,05440239
SVEN_0788	0,34	0,07226279
SVEN_6686	0,34	0,09256848
SVEN_0697	0,34	0,111767
SVEN_4929	0,34	0,1445254
SVEN_1278	0,34	0,1596284
SVEN_3002	0,34	0,2147339
SVEN_0255	0,34	0,2181297
SVEN_7261	0,34	0,2633881
SVEN_2813	0,34	0,3111779
SVEN_6382	0,34	0,3122112
SVEN_6891	0,34	0,3201861
SVEN_0215	0,34	0,3225457
SVEN_6526	0,34	0,34738
SVEN_6264	0,34	0,3732538
SVEN_2982	0,34	0,3766784
SVEN_1915	0,34	0,4180169
SVEN_0074	0,34	0,4236231
SVEN_7194	0,34	0,4460632
SVEN_4088	0,34	0,449185
SVEN_4197	0,34	0,483409
SVEN_6855	0,34	0,484888
SVEN_0771	0,34	0,5061391
SVEN_6800	0,34	0,5644328
SVEN_4644	0,34	0,578828
SVEN_3015	0,34	0,7621256
SVEN_1130	0,33	8,87881E-05
SVEN_3625	0,33	0,000143621
SVEN_4156	0,33	0,000701944
SVEN_1942	0,33	0,005274127
SVEN_0756	0,33	0,007392427
SVEN_2818	0,33	0,01205308
SVEN_6025	0,33	0,01294372
SVEN_1864	0,33	0,01946521
SVEN_0552	0,33	0,03136918
SVEN_6093	0,33	0,0377736
SVEN_6472	0,33	0,04908796
SVEN_6877	0,33	0,05145132
SVEN_0865	0,33	0,05304957
SVEN_1183	0,33	0,06375065
SVEN_5674	0,33	0,07218951
SVEN_7410	0,33	0,07296585
SVEN_0266	0,33	0,07433748
SVEN_4880	0,33	0,07884482
SVEN_7071	0,33	0,08354973
SVEN_4805	0,33	0,09899524
SVEN_6541	0,33	0,09990315
SVEN_0140	0,33	0,1014564
SVEN_0510	0,33	0,1307008
SVEN_5450	0,33	0,1556817
SVEN_0054	0,33	0,1710667
SVEN_4092	0,33	0,2193355
SVEN_6001	0,33	0,2398965
SVEN_5579	0,33	0,2742061
SVEN_6935	0,33	0,3538959
SVEN_3577	0,33	0,5123612
SVEN_0648	0,33	0,4589377
SVEN_7454	0,33	0,5585734
SVEN_0555	0,33	0,5944494
SVEN_5444	0,33	0,609966
SVEN_4069	0,32	0,000188754
SVEN_3738	0,32	0,000523504
SVEN_2464	0,32	0,003897684
SVEN_3760	0,32	0,004201377
SVEN_4015	0,32	0,004664344
SVEN_2324	0,32	0,0063584
SVEN_3272	0,32	0,007653456
SVEN_3723	0,32	0,01145242
SVEN_1879	0,32	0,01793936
SVEN_1346	0,32	0,02698103
SVEN_4879	0,32	0,03153897
SVEN_6684	0,32	0,04494469
SVEN_6998	0,32	0,05479215
SVEN_t43	0,32	0,07262988
SVEN_0379	0,32	0,07975349
SVEN_5224	0,32	0,08293696
SVEN_7124	0,32	0,08706378
SVEN_6984	0,32	0,111641
SVEN_0420	0,32	0,1134518
SVEN_4064	0,32	0,141654
SVEN_1980	0,32	0,1703629
SVEN_1142	0,32	0,1876157
SVEN_1655	0,32	0,2490077
SVEN_7401	0,32	0,265816
SVEN_4084	0,32	0,2839169
SVEN_0574	0,32	0,3252056
SVEN_0062	0,32	0,3450438
SVEN_6949	0,32	0,4212618
SVEN_2610	0,32	0,4401484
SVEN_4146	0,32	0,4458737
SVEN_7198	0,32	0,415795
SVEN_4222	0,32	0,4838407
SVEN_0732	0,32	0,5136918
SVEN_5437	0,32	0,5719684
SVEN_6190	0,32	0,5892148
SVEN_2153	0,32	0,6024211
SVEN_2917	0,31	0,001898222
SVEN_2994	0,31	0,00319041
SVEN_0850	0,31	0,004292841
SVEN_1031	0,31	0,0139872
SVEN_1485	0,31	0,01816388
SVEN_5335	0,31	0,02101972
SVEN_2060	0,31	0,02325928
SVEN_2631	0,31	0,02851661
SVEN_5721	0,31	0,02998636
SVEN_6115	0,31	0,0347665
SVEN_7152	0,31	0,04013794
SVEN_3118	0,31	0,04339702
SVEN_4299	0,31	0,0567174
SVEN_6986	0,31	0,06251623
SVEN_0272	0,31	0,07169614
SVEN_3546	0,31	0,07581964
SVEN_3441	0,31	0,09180334
SVEN_4963	0,31	0,09777926
SVEN_1848	0,31	0,1073961
SVEN_6319	0,31	0,1545274
SVEN_4089	0,31	0,158646
SVEN_6183	0,31	0,1599312
SVEN_6082	0,31	0,1785211
SVEN_3498	0,31	0,1792988
SVEN_5405	0,31	0,2269337
SVEN_5087	0,31	0,2373426
SVEN_5926	0,31	0,242868
SVEN_2315	0,31	0,3019207
SVEN_1934	0,31	0,3107921
SVEN_0578	0,31	0,3399621
SVEN_1171	0,31	0,3452184
EBG00001120664	0,31	0,3766303
SVEN_4676	0,31	0,3780879
SVEN_6005	0,31	0,3820957
SVEN_1340	0,31	0,4004091
SVEN_2349	0,31	0,4505555
SVEN_7421	0,31	0,4849574
SVEN_0772	0,31	0,4124764
SVEN_7164	0,31	0,4847056
SVEN_6536	0,31	0,5252666
SVEN_5000	0,31	0,6543733
SVEN_4075	0,31	0,6869022
SVEN_3739	0,3	0,000471657
SVEN_3049	0,3	0,002942212
SVEN_5046	0,3	0,004464635
SVEN_5720	0,3	0,006684546
SVEN_2734	0,3	0,007120108
SVEN_2068	0,3	0,007454397
SVEN_4496	0,3	0,007577646
SVEN_3355	0,3	0,008377797
SVEN_6785	0,3	0,01756763
SVEN_2415	0,3	0,02051181
SVEN_3868	0,3	0,02959013
SVEN_3448	0,3	0,03211957
SVEN_4055	0,3	0,04923607
SVEN_5147	0,3	0,05347887
SVEN_4527	0,3	0,05411658
SVEN_0242	0,3	0,05489912
SVEN_3893	0,3	0,07358298
SVEN_5003	0,3	0,0738227
SVEN_6559	0,3	0,08337894
SVEN_5484	0,3	0,08597222
SVEN_7282	0,3	0,1344285
SVEN_2019	0,3	0,135194
SVEN_2826	0,3	0,1352319
SVEN_4743	0,3	0,15802
SVEN_3134	0,3	0,1745391
SVEN_6131	0,3	0,1914355
SVEN_2816	0,3	0,2105557
SVEN_0326	0,3	0,2143932
SVEN_1594	0,3	0,2177273
SVEN_4150	0,3	0,2753599
SVEN_5804	0,3	0,3038498
SVEN_1460	0,3	0,3068391
SVEN_6202	0,3	0,3825841
SVEN_4656	0,3	0,3857433
SVEN_0877	0,3	0,3934233
SVEN_4270	0,3	0,4164521
SVEN_5791	0,3	0,618401
SVEN_0428	0,3	0,5287677
SVEN_0922	0,3	0,5581378
SVEN_5526	0,3	0,5878598
SVEN_5142	0,3	0,6171061
SVEN_1221	0,3	0,655904
SVEN_7076	0,3	0,6879365
SVEN_4172	0,29	0,000538398
SVEN_4585	0,29	0,000543928
SVEN_3027	0,29	0,002147091
SVEN_1773	0,29	0,002492327
SVEN_4951	0,29	0,002694581
SVEN_4708	0,29	0,004463675
SVEN_6457	0,29	0,005281782
SVEN_0337	0,29	0,01171947
SVEN_0364	0,29	0,01199737
SVEN_4750	0,29	0,02260928
SVEN_0997	0,29	0,04010362
SVEN_1484	0,29	0,04540394
SVEN_0767	0,29	0,06090365
SVEN_3427	0,29	0,07938868
SVEN_2606	0,29	0,08333652
SVEN_1206	0,29	0,08751289
SVEN_6687	0,29	0,09368816
EBG00001120640	0,29	0,09426195
SVEN_2194	0,29	0,09620412
SVEN_5217	0,29	0,1141415
SVEN_7122	0,29	0,1315418
SVEN_3544	0,29	0,162429
SVEN_2558	0,29	0,1826297
SVEN_2980	0,29	0,1945781
SVEN_1283	0,29	0,2026632
SVEN_6180	0,29	0,2172345
SVEN_0312	0,29	0,3054429
SVEN_6846	0,29	0,3376944
SVEN_6226	0,29	0,3400595
SVEN_2395	0,29	0,3448009
SVEN_4452	0,29	0,383222
SVEN_7425	0,29	0,4022475
SVEN_6871	0,29	0,424075
SVEN_4728	0,29	0,4303569
SVEN_1343	0,29	0,4381711
SVEN_6229	0,29	0,4440456
SVEN_0161	0,29	0,455251
SVEN_0070	0,29	0,4872313
SVEN_1188	0,29	0,5894504
SVEN_2933	0,29	0,5903131
SVEN_2122	0,29	0,6011895
SVEN_r20	0,29	0,60791
SVEN_6273	0,29	0,6889971
SVEN_7158	0,29	0,7117892
SVEN_5436	0,29	0,712583
SVEN_6367	0,29	0,7238373
SVEN_4179	0,29	0,7354725
SVEN_6741	0,29	0,7428431
SVEN_4031	0,28	0,00318244
SVEN_3789	0,28	0,004264886
SVEN_2696	0,28	0,00518025
SVEN_2050	0,28	0,005230331
SVEN_3728	0,28	0,005262695
SVEN_5900	0,28	0,007389263
SVEN_1085	0,28	0,01187452
SVEN_1012	0,28	0,01249675
SVEN_3032	0,28	0,01258015
SVEN_0509	0,28	0,01533536
SVEN_5784	0,28	0,01763991
