logFC	FDR	gene	add_variable
1,3017	0	SCO2582	liquid culture
-0,8293	0,000182	SCO3224	liquid culture
2,2493	1,00E-06	SCO4571	liquid culture
0,7294	0,000169	SCO4902	liquid culture
1,2081	1,00E-06	SCO2524	liquid culture
3,3605	0	SCO6000	liquid culture
1,2584	2,50E-05	SCO5447	liquid culture
0,4676	0,013356	SCO2923	liquid culture
1,0068	0,000244	SCO0561	liquid culture
-0,1563	0,415161	SCO3543	liquid culture
0,3624	0,037826	SCO6414	liquid culture
-0,9866	3,90E-05	SCO7674	liquid culture
0,0917	0,692888	SCO2253	liquid culture
1,6339	0	SCO4982	liquid culture
1,8421	0	SCO3950	liquid culture
0,8981	0,000111	SCO4978	liquid culture
4,0636	0	SCO2519	liquid culture
2,1	0	SCO7291	liquid culture
3,2256	0	SCO2832	liquid culture
-1,8154	0	SCO7575	liquid culture
4,1646	0	SCO5072	liquid culture
2,2072	0	SCO6208	liquid culture
0,7293	0,006071	SCO2979	liquid culture
-0,9866	1,40E-05	SCO6848	liquid culture
1,6192	0	SCO7579	liquid culture
-0,0781	0,734842	SCO5157	liquid culture
1,7592	0	SCO1529	liquid culture
0,4587	0,041406	SCO2526	liquid culture
3,5306	0	SCO1178	liquid culture
1,7083	0	SCO4118	liquid culture
0,9831	0,000151	SCO5710	liquid culture
0,9148	1,40E-05	SCO0305	liquid culture
1,3089	0	SCO2531	liquid culture
-0,5902	0,006015	SCO4965	liquid culture
1,7251	0	SCO0733	liquid culture
5,0301	0	SCO5092	liquid culture
2,3629	0	SCO6476	liquid culture
-0,2971	0,118471	SCO0651	liquid culture
-0,8352	2,30E-05	SCO1600	liquid culture
3,0047	0	SCO4903	liquid culture
-0,2619	0,113578	SCO4241	liquid culture
0,5001	0,022821	SCO2078	liquid culture
-0,5362	0,009642	SCO0197	liquid culture
1,6449	0	SCO1836	liquid culture
-1,4036	0	SCO3486	liquid culture
3,0911	1,00E-06	SCO5987	liquid culture
2,0879	0	SCO2586	liquid culture
1,0799	1,00E-06	SCO2235	liquid culture
1,8059	0	SCO6026	liquid culture
0,5492	0,002735	SCO3032	liquid culture
1,2312	5,00E-06	SCO5754	liquid culture
-0,2152	0,241519	SCO4324	liquid culture
0,2396	0,1839	SCO4053	liquid culture
-0,5999	0,002117	SCO6914	liquid culture
2,1943	0	SCO0379	liquid culture
-0,4611	0,012746	SCO7028	liquid culture
-0,4411	0,136044	SCO0481	liquid culture
-0,2169	0,271296	SCO0792	liquid culture
0,2355	0,211072	SCO2221	liquid culture
-0,0064	0,981061	SCO2962	liquid culture
2,1318	0	SCO1636	liquid culture
-1,5094	0	SCO4701	liquid culture
2,5419	0	SCO5269	liquid culture
2,4265	0	SCO1373	liquid culture
2,7298	0	SCO1084	liquid culture
-0,7193	0,021139	SCO2774	liquid culture
-1,4204	0	SCO1556	liquid culture
1,8725	0	SCO5206	liquid culture
2,4836	0	SCO6717	liquid culture
-0,7094	1,00E-04	SCO2131	liquid culture
0,3149	0,35322	SCO2010	liquid culture
-0,317	0,123194	SCO6580	liquid culture
2,2974	0	SCO4189	liquid culture
-0,1981	0,406636	SCO0652	liquid culture
0,2036	0,291451	SCO7255	liquid culture
1,2843	0	SCO6631	liquid culture
0,0414	0,860575	SCO7633	liquid culture
0,6828	3,50E-05	SCO1656	liquid culture
0,3583	0,036804	SCO5540	liquid culture
1,9653	0	SCO4900	liquid culture
-0,7369	0,00292	SCO0654	liquid culture
1,6101	0	SCO6762	liquid culture
-0,5282	0,000481	SCO4798	liquid culture
0,4332	0,197527	SCO5756	liquid culture
0,3038	0,091502	SCO6415	liquid culture
-0,0378	0,884741	SCO3538	liquid culture
1,6769	0	SCO6638	liquid culture
3,4627	0	SCO5897	liquid culture
-0,4439	0,011624	SCO3706	liquid culture
-0,4886	0,107378	SCO7781	liquid culture
0,3671	0,121988	SCO5047	liquid culture
1,1462	0,00028	SCO3445	liquid culture
2,2967	0	SCO2583	liquid culture
0,9533	3,00E-06	SCO7240	liquid culture
-0,0444	0,890346	SCO3424	liquid culture
2,936	0	SCO1422	liquid culture
1,8911	0	SCO3800	liquid culture
1,8771	0	SCO4227	liquid culture
3,0929	0	SCO5862	liquid culture
1,1172	4,00E-06	SCO6709	liquid culture
1,1769	5,00E-06	SCO2006	liquid culture
1,0002	1,00E-06	SCO7329	liquid culture
0,6656	0,046111	SCO0631	liquid culture
0,1472	0,579805	SCO5018	liquid culture
1,2384	1,00E-06	SCO5427	liquid culture
-0,0246	0,918243	SCO7108	liquid culture
1,8148	0	SCO6654	liquid culture
-0,0177	0,952938	SCO4781	liquid culture
0,447	0,024127	SCO7776	liquid culture
2,8853	0	SCO5755	liquid culture
0,9738	5,00E-05	SCO4576	liquid culture
-1,201	1,00E-06	SCO0873	liquid culture
-0,5318	0,032369	SCO0987	liquid culture
-1,7576	0	SCO4884	liquid culture
0,3086	0,117183	SCO7194	liquid culture
0,2471	0,304977	SCO1082	liquid culture
3,0752	0	SCO4570	liquid culture
-0,1998	0,24484	SCO3603	liquid culture
1,7493	3,00E-06	SCO2765	liquid culture
1,7218	0	SCO2977	liquid culture
0,7346	0,000269	SCO6092	liquid culture
-0,6062	0,003028	SCO7805	liquid culture
1,6181	0	SCO1085	liquid culture
2,6474	0	SCO6409	liquid culture
-3,3813	0	SCO0257	liquid culture
1,1638	4,00E-06	SCO5399	liquid culture
1,1027	1,00E-06	SCO1264	liquid culture
-1,1019	0	SCO2240	liquid culture
0,547	0,009862	SCO0378	liquid culture
4,1178	0	SCO5091	liquid culture
0,1076	0,765286	SCO5639	liquid culture
0,2497	0,114802	SCO2624	liquid culture
3,916	0	SCO1700	liquid culture
0,0246	0,917547	SCO1777	liquid culture
1,7928	0	SCO4872	liquid culture
-2,5528	0	SCO5230	liquid culture
-1,5777	0,000104	SCO5436	liquid culture
1,6604	3,00E-06	SCO0702	liquid culture
3,0686	0	SCO5147	liquid culture
-0,6702	0,000153	SCO3128	liquid culture
0,2016	0,287929	SCO4854	liquid culture
1,5109	2,60E-05	SCO2778	liquid culture
2,4445	0	SCO4929	liquid culture
-0,1711	0,360087	SCO2838	liquid culture
-0,6126	0,009158	SCO3447	liquid culture
-0,3186	0,026567	SCO5016	liquid culture
0,4104	0,024306	SCO7341	liquid culture
0,1869	0,402667	SCO7451	liquid culture
0,189	0,415549	SCO6443	liquid culture
-0,103	0,645154	SCO1206	liquid culture
2,1262	0	SCO0374	liquid culture
0,8629	5,00E-06	SCO5393	liquid culture
0,6588	0,001453	SCO7095	liquid culture
1,0853	0	SCO5270	liquid culture
1,048	0,000285	SCO1216	liquid culture
-0,3512	0,114892	SCO4760	liquid culture
-0,0223	0,931777	SCO3055	liquid culture
1,9742	0	SCO1732	liquid culture
3,3497	0	SCO4408	liquid culture
-1,0296	1,00E-06	SCO2248	liquid culture
-0,3108	0,043953	SCO0119	liquid culture
1,5367	1,00E-06	SCO0686	liquid culture
-0,287	0,041029	SCO3848	liquid culture
0,6886	3,20E-05	SCO3943	liquid culture
0,9844	6,00E-06	SCO0359	liquid culture
1,2047	2,00E-06	SCO6961	liquid culture
0,7781	0,000975	SCO1230	liquid culture
3,1911	0	SCO6798	liquid culture
0,8013	3,10E-05	SCO0883	liquid culture
-0,321	0,135878	SCO7670	liquid culture
2,1389	0	SCO5705	liquid culture
0,6026	0,000554	SCO1076	liquid culture
-0,2858	0,126052	SCO5570	liquid culture
0,2802	0,13405	SCO1948	liquid culture
0,8627	0,00264	SCO6411	liquid culture
0,7519	0,003748	SCO2885	liquid culture
5,9929	0	SCO1550	liquid culture
-0,1908	0,426048	SCO4354	liquid culture
-0,6179	0,078541	SCO5022	liquid culture
-0,5435	0,01861	SCO2406	liquid culture
-0,2553	0,268818	SCO3537	liquid culture
-2,7436	0	SCO0107	liquid culture
-1,1928	4,00E-06	SCO3496	liquid culture
-1,5299	1,30E-05	SCO2868	liquid culture
0,4857	0,016065	SCO4910	liquid culture
-0,0805	0,725409	SCO5121	liquid culture
1,1312	8,80E-05	SCO6395	liquid culture
3,5242	0	SCO1247	liquid culture
0,8157	7,20E-05	SCO7497	liquid culture
1,6978	0	SCO1068	liquid culture
0,7553	1,50E-05	SCO3087	liquid culture
1,4636	2,00E-06	SCO2068	liquid culture
-0,3267	0,181862	SCO2405	liquid culture
0,7734	0,000966	SCO1308	liquid culture
0,0772	0,813834	SCO5638	liquid culture
-0,2091	0,235644	SCO6567	liquid culture
2,6313	0	SCO5723	liquid culture
1,7182	0	SCO5590	liquid culture
1,0412	0	SCO5598	liquid culture
0,8893	1,20E-05	SCO6681	liquid culture
-0,4734	0,002415	SCO2714	liquid culture
1,0946	0	SCO1746	liquid culture
2,5874	0	SCO0672	liquid culture
1,2331	1,00E-06	SCO4453	liquid culture
0,8465	0,000267	SCO2348	liquid culture
1,5809	0	SCO6973	liquid culture
0,8289	0,008343	SCO2288	liquid culture
1,1466	1,30E-05	SCO6151	liquid culture
0,7072	0,000134	SCO7600	liquid culture
2,0463	0	SCO6044	liquid culture
1,7101	0	SCO3169	liquid culture
2,2043	9,00E-06	SCO1222	liquid culture
1,5917	2,20E-05	SCO6724	liquid culture
1,0822	4,40E-05	SCO5863	liquid culture
0,5628	0,000339	SCO2355	liquid culture
-0,4769	0,208758	SCO4516	liquid culture
1,6326	0	SCO1469	liquid culture
1,3365	0	SCO7221	liquid culture
-0,6727	0,000112	SCO7019	liquid culture
2,2169	1,00E-06	SCO6005	liquid culture
0,7633	0,000121	SCO0603	liquid culture
1,0319	9,40E-05	SCO5634	liquid culture
1,1591	2,70E-05	SCO0701	liquid culture
2,2441	0	SCO1164	liquid culture
-0,0662	0,778417	SCO0833	liquid culture
0,2641	0,267266	SCO7798	liquid culture
2,0207	0	SCO1618	liquid culture
0,0476	0,85109	SCO2401	liquid culture
-2,852	0	SCO4823	liquid culture
-0,5544	0,010018	SCO0503	liquid culture
0,1784	0,362703	SCO6212	liquid culture
1,3268	2,00E-06	SCO5984	liquid culture
-0,3163	0,089942	SCO0135	liquid culture
0,9215	1,00E-05	SCO5392	liquid culture
0,4587	0,003151	SCO4238	liquid culture
1,1183	1,00E-06	SCO2664	liquid culture
1,9021	0	SCO4869	liquid culture
3,7913	0	SCO5878	liquid culture
-1,3409	1,20E-05	SCO0433	liquid culture
0,0543	0,815799	SCO4977	liquid culture
2,4946	0	SCO2097	liquid culture
-1,2792	7,00E-06	SCO7783	liquid culture
1,0564	3,40E-05	SCO2256	liquid culture
0,9247	3,00E-06	SCO2523	liquid culture
-0,0117	0,960506	SCO3258	liquid culture
2,8449	0	SCO2517	liquid culture
0,3553	0,021503	SCO5627	liquid culture
2,8353	6,00E-06	SCO7192	liquid culture
0,0233	0,924849	SCO3371	liquid culture
-0,4559	0,063739	SCO0572	liquid culture
0,5594	0,027325	SCO6773	liquid culture
0,4739	0,01672	SCO7715	liquid culture
1,3837	4,70E-05	SCO7190	liquid culture
-0,3413	0,09309	SCO2966	liquid culture
1,6398	0	SCO7104	liquid culture
0,098	0,666516	SCO7432	liquid culture
-0,4539	0,017491	SCO6462	liquid culture
0,2905	0,134087	SCO6521	liquid culture
-1,1705	0	SCO7195	liquid culture
0,4029	0,008297	SCO4992	liquid culture
1,2646	0	SCO2192	liquid culture
-0,7961	0,000171	SCO1599	liquid culture
0,5363	0,009653	SCO6982	liquid culture
1,1131	0	SCO4791	liquid culture
2,0695	3,00E-06	SCO4563	liquid culture
0,1923	0,355816	SCO5643	liquid culture
0,9002	2,60E-05	SCO7580	liquid culture
0,6948	0,058292	SCO5611	liquid culture
-0,008	0,972866	SCO7149	liquid culture
-0,4682	0,015442	SCO1416	liquid culture
1,3971	0	SCO0962	liquid culture
0,7368	6,90E-05	SCO6683	liquid culture
0,6106	0,000119	SCO1772	liquid culture
-0,7005	0,000955	SCO1040	liquid culture
1,2418	2,70E-05	SCO2776	liquid culture
-0,1481	0,499968	SCO1657	liquid culture
-0,0384	0,870382	SCO6326	liquid culture
1,493	1,00E-06	SCO2371	liquid culture
-0,3233	0,198839	SCO3797	liquid culture
1,0778	1,00E-06	SCO6628	liquid culture
2,4628	0	SCO1101	liquid culture
-0,1004	0,660126	SCO4876	liquid culture
-0,8003	0,004423	SCO0904	liquid culture
0,7886	0,00019	SCO5430	liquid culture
-0,4858	0,001323	SCO3842	liquid culture
0,7406	8,00E-05	SCO7224	liquid culture
1,8922	0	SCO4573	liquid culture
1,5316	0	SCO2513	liquid culture
3,178	0	SCO6962	liquid culture
0,1994	0,25331	SCO4792	liquid culture
-0,2487	0,305502	SCO1443	liquid culture
0,7947	1,20E-05	SCO4796	liquid culture
3,041	0	SCO5768	liquid culture
1,7015	0	SCO4862	liquid culture
-0,0884	0,725129	SCO1207	liquid culture
1,0489	6,00E-06	SCO4544	liquid culture
1,373	0	SCO1637	liquid culture
-0,6511	0,002498	SCO2453	liquid culture
2,4223	1,00E-05	SCO4572	liquid culture
-0,0621	0,810863	SCO2611	liquid culture
0,564	0,002479	SCO5277	liquid culture
0,6667	0,012113	SCO2511	liquid culture
-0,1286	0,544604	SCO2740	liquid culture
0,6752	0,001074	SCO7140	liquid culture
-0,115	0,61197	SCO5321	liquid culture
2,4753	6,00E-06	SCO1365	liquid culture
1,0768	1,00E-06	SCO1078	liquid culture
-0,0096	0,972382	SCO3321	liquid culture
-0,3189	0,070538	SCO3380	liquid culture
0,2588	0,159117	SCO6408	liquid culture
0,0162	0,947576	SCO0106	liquid culture
-2,2141	0	SCO5112	liquid culture
-0,8838	0,019855	SCO0057	liquid culture
0,5416	0,000735	SCO3617	liquid culture
0,0297	0,900682	SCO4148	liquid culture
0,1565	0,461379	SCO4840	liquid culture
-0,7612	0,005964	SCO3532	liquid culture
0,7931	1,50E-05	SCO6247	liquid culture
1,5192	0	SCO2880	liquid culture
0,7241	0,001855	SCO7457	liquid culture
2,9427	0	SCO1364	liquid culture
1,3906	4,00E-06	SCO7371	liquid culture
2,7799	0	SCO6410	liquid culture
2,736	0	SCO1421	liquid culture
2,7693	0	SCO6630	liquid culture
1,4759	0	SCO2668	liquid culture
0,3519	0,038416	SCO5421	liquid culture
1,5208	9,80E-05	SCO6766	liquid culture
-0,2356	0,198511	SCO1926	liquid culture
1,7782	0	SCO1645	liquid culture
1,3015	0	SCO3078	liquid culture
1,2578	0	SCO4763	liquid culture
0,6938	0,000565	SCO6129	liquid culture
0,9101	7,40E-05	SCO4035	liquid culture
1,523	0	SCO6423	liquid culture
-0,6773	0,000359	SCO0485	liquid culture
0,379	0,112529	SCO6355	liquid culture
1,1526	4,00E-06	SCO2654	liquid culture
3,9062	0	SCO2655	liquid culture
-0,3032	0,263448	SCO5513	liquid culture
2,238	1,00E-06	SCO2970	liquid culture
0,2187	0,361679	SCO7741	liquid culture
-0,0458	0,866658	SCO1602	liquid culture
2,175	7,80E-05	SCO3548	liquid culture
0,2323	0,238491	SCO7727	liquid culture
1,6395	0	SCO2665	liquid culture
0,3559	0,045519	SCO0599	liquid culture
0,0707	0,76057	SCO6676	liquid culture
1,5603	1,00E-06	SCO7257	liquid culture
-0,8668	8,20E-05	SCO2451	liquid culture
0,3411	0,210505	SCO1072	liquid culture
-0,1163	0,605635	SCO2075	liquid culture
0,6954	0,035671	SCO6007	liquid culture
-0,536	0,000191	SCO0255	liquid culture
2,4271	0	SCO5148	liquid culture
1,2449	1,00E-06	SCO0961	liquid culture
0,2698	0,174832	SCO6373	liquid culture
-2,9477	0	SCO4706	liquid culture
0,3139	0,062695	SCO4477	liquid culture
2,759	0	SCO5890	liquid culture
-1,4168	2,00E-06	SCO2597	liquid culture
1,1652	0,002545	SCO0866	liquid culture
0,9671	1,00E-04	SCO4419	liquid culture
-1,4347	0	SCO3477	liquid culture
-0,1284	0,568656	SCO3071	liquid culture
0,4186	0,020201	SCO6526	liquid culture
0,8237	2,00E-06	SCO4899	liquid culture
-0,1079	0,631487	SCO0677	liquid culture
0,784	6,20E-05	SCO1434	liquid culture
3,7654	0	SCO6156	liquid culture
0,5163	0,016494	SCO2801	liquid culture
-0,423	0,179803	SCO4343	liquid culture
-0,0908	0,691144	SCO1208	liquid culture
-0,0248	0,94223	SCO1998	liquid culture
1,0092	4,00E-06	SCO5882	liquid culture
1,0277	3,60E-05	SCO1721	liquid culture
2,1501	0	SCO2077	liquid culture
0,2942	0,100216	SCO2961	liquid culture
-0,0036	0,987712	SCO4122	liquid culture
0,0362	0,884041	SCO3448	liquid culture
2,2383	0	SCO5814	liquid culture
0,0135	0,954409	SCO2743	liquid culture
0,5561	0,000707	SCO3618	liquid culture
0,268	0,160277	SCO1668	liquid culture
0,0924	0,692831	SCO3622	liquid culture
0,2962	0,074248	SCO6763	liquid culture
-0,113	0,612492	SCO2330	liquid culture
0,1641	0,446827	SCO5658	liquid culture
-2,2916	0	SCO0194	liquid culture
0,132	0,531177	SCO5339	liquid culture
1,9838	0	SCO2124	liquid culture
1,3331	2,00E-06	SCO5985	liquid culture
0,9976	0,000737	SCO1105	liquid culture
1,0363	1,30E-05	SCO5408	liquid culture
0,4374	0,38287	SCO0743	liquid culture
1,0008	0	SCO3971	liquid culture
-0,2146	0,298795	SCO1763	liquid culture
-0,8146	0,000113	SCO4859	liquid culture
-0,4622	0,076606	SCO1598	liquid culture
-0,3994	0,006919	SCO3780	liquid culture
-0,6835	1,70E-05	SCO1764	liquid culture
-0,6891	0,003063	SCO3505	liquid culture
1,3333	0	SCO7343	liquid culture
-1,3231	1,00E-06	SCO3299	liquid culture
-0,4131	0,007398	SCO2403	liquid culture
0,8731	7,70E-05	SCO5664	liquid culture
-1,0263	0,009013	SCO0566	liquid culture
-0,7458	5,70E-05	SCO1734	liquid culture
0,1985	0,412586	SCO2947	liquid culture
3,5717	0	SCO5087	liquid culture
1,3075	0	SCO7444	liquid culture
4,6211	0	SCO0320	liquid culture
1,0743	1,00E-06	SCO1685	liquid culture
-0,7223	0,00165	SCO7197	liquid culture
4,2153	0	SCO5886	liquid culture
0,9151	0,000679	SCO1593	liquid culture
1,439	0	SCO5783	liquid culture
-1,2945	1,40E-05	SCO4320	liquid culture
0,7645	0,000857	SCO4076	liquid culture
2,6772	0	SCO1834	liquid culture
-0,8274	1,10E-05	SCO3298	liquid culture
2,7727	0	SCO7042	liquid culture
1,0402	1,80E-05	SCO5980	liquid culture
0,2394	0,212551	SCO6583	liquid culture
-0,1055	0,729671	SCO2384	liquid culture
0,6904	0,001483	SCO1331	liquid culture
-1,0934	1,00E-06	SCO4134	liquid culture
-0,8047	0,000179	SCO0021	liquid culture
-1,4638	1,00E-06	SCO4512	liquid culture
0,6685	0,012698	SCO4063	liquid culture
1,3818	0	SCO3374	liquid culture
2,0086	1,00E-06	SCO3835	liquid culture
0,0156	0,951649	SCO5795	liquid culture
-0,3569	0,070838	SCO6374	liquid culture
-0,289	0,236511	SCO7802	liquid culture
1,3553	0	SCO1504	liquid culture
1,0594	1,00E-05	SCO6255	liquid culture
-0,4796	0,004533	SCO0601	liquid culture
-0,5351	0,016323	SCO1886	liquid culture
2,1509	0	SCO3356	liquid culture
0,5116	0,005083	SCO6784	liquid culture
0,3213	0,032111	SCO5356	liquid culture
1,0162	3,20E-05	SCO5170	liquid culture
-0,1262	0,566202	SCO6222	liquid culture
-0,4201	0,085863	SCO2303	liquid culture
1,7243	0	SCO5307	liquid culture
0,9811	1,00E-06	SCO2701	liquid culture
0,8998	3,00E-06	SCO3357	liquid culture
-0,9223	3,20E-05	SCO3163	liquid culture
1,3169	0	SCO5205	liquid culture
0,5482	0,003955	SCO4172	liquid culture
0,8496	2,50E-05	SCO2786	liquid culture
-1,249	4,10E-05	SCO4392	liquid culture
0,4295	0,059122	SCO5857	liquid culture
3,2699	0	SCO5082	liquid culture
1,7595	0	SCO5007	liquid culture
2,637	0	SCO2168	liquid culture
-1,4807	0	SCO2608	liquid culture
1,1576	4,10E-05	SCO6004	liquid culture
-0,1012	0,706074	SCO3660	liquid culture
0,1258	0,566109	SCO0571	liquid culture
0,7151	0,000333	SCO2728	liquid culture
0,4369	0,003225	SCO3359	liquid culture
-0,0104	0,966388	SCO5320	liquid culture
0,8013	0,00021	SCO1108	liquid culture
-0,9741	2,00E-06	SCO1123	liquid culture
0,2794	0,186003	SCO7728	liquid culture
-0,1914	0,326405	SCO7447	liquid culture
0,4182	0,007567	SCO7250	liquid culture
0,734	3,60E-05	SCO4774	liquid culture
0,7854	3,00E-06	SCO1633	liquid culture
1,1263	1,00E-06	SCO1542	liquid culture
-0,4421	0,006506	SCO1322	liquid culture
-0,1139	0,814333	SCO7790	liquid culture
0,9876	2,90E-05	SCO7328	liquid culture
-0,414	0,062953	SCO0120	liquid culture
0,1024	0,648957	SCO1967	liquid culture
0,2234	0,200675	SCO5523	liquid culture
-0,7157	0,025555	SCO2558	liquid culture
0,7018	0,001624	SCO5443	liquid culture
-1,1141	0	SCO4993	liquid culture
3,26	0	SCO5895	liquid culture
-0,9613	0,000177	SCO0105	liquid culture
-3,204	0	SCO4822	liquid culture
-0,6259	1,00E-04	SCO1449	liquid culture
1,0275	8,00E-06	SCO5395	liquid culture
2,8734	0	SCO5103	liquid culture
1,3944	0	SCO0590	liquid culture
0,6371	0,012731	SCO1456	liquid culture
3,3115	0	SCO5879	liquid culture
1,5476	5,00E-06	SCO2985	liquid culture
0,8993	0,000603	SCO7716	liquid culture
0,1581	0,441273	SCO4522	liquid culture
0,0793	0,729621	SCO2983	liquid culture
-2,819	0	SCO4524	liquid culture
0,1034	0,650867	SCO7489	liquid culture
0,7694	0,005842	SCO6731	liquid culture
-1,1645	3,00E-06	SCO4129	liquid culture
-0,396	0,02861	SCO7131	liquid culture
0,9104	0,000333	SCO1008	liquid culture
-0,4816	0,003177	SCO7414	liquid culture
-0,758	0,000543	SCO3396	liquid culture
0,0194	0,934782	SCO3423	liquid culture
-0,6727	0,000686	SCO5232	liquid culture
2,107	0	SCO1771	liquid culture
0,0678	0,774905	SCO6231	liquid culture
-0,2199	0,181142	SCO5118	liquid culture
0,9492	3,30E-05	SCO3101	liquid culture
-0,7697	0,004448	SCO3604	liquid culture
2,1664	0	SCO2641	liquid culture
1,5242	0	SCO6722	liquid culture
-0,1515	0,466181	SCO1805	liquid culture
-1,0907	0,00015	SCO5330	liquid culture
0,1744	0,434937	SCO2028	liquid culture
1,4469	0	SCO1017	liquid culture
0,9467	2,00E-05	SCO2761	liquid culture
1,0946	2,40E-05	SCO6175	liquid culture
1,49	0	SCO5192	liquid culture
0,4394	0,011597	SCO2245	liquid culture
1,8318	0	SCO3657	liquid culture
-0,9998	3,40E-05	SCO4451	liquid culture
0,7307	0,000915	SCO7734	liquid culture
-0,4219	0,043466	SCO6739	liquid culture
0,277	0,148167	SCO7075	liquid culture
0,5668	0,002712	SCO1079	liquid culture
0,3553	0,04319	SCO5912	liquid culture
-0,3015	0,075616	SCO0952	liquid culture
0,3987	0,006399	SCO2313	liquid culture
1,1656	0	SCO2127	liquid culture
0,0918	0,686782	SCO5792	liquid culture
0,339	0,029545	SCO7034	liquid culture
2,0354	0	SCO5855	liquid culture
-0,2178	0,295244	SCO0845	liquid culture
1,0129	0	SCO4820	liquid culture
-0,4936	0,002801	SCO6444	liquid culture
-0,1461	0,468315	SCO5357	liquid culture
1,702	0	SCO4089	liquid culture
0,546	0,022002	SCO7370	liquid culture
0,375	0,151259	SCO7726	liquid culture
0,1329	0,552864	SCO6330	liquid culture
-1,5724	2,90E-05	SCO4515	liquid culture
1,2869	0	SCO7653	liquid culture
1,4622	0	SCO1837	liquid culture
1,0721	2,00E-06	SCO1466	liquid culture
-0,3413	0,021752	SCO5110	liquid culture
-0,0316	0,900703	SCO6594	liquid culture
1,7903	0	SCO5899	liquid culture
0,337	0,04407	SCO0308	liquid culture
2,6616	0	SCO1619	liquid culture
-0,6229	0,000268	SCO1980	liquid culture
0,1261	0,626745	SCO6239	liquid culture
1,1504	6,00E-06	SCO2882	liquid culture
0,0905	0,692674	SCO5502	liquid culture
0,8579	2,00E-04	SCO3850	liquid culture
-0,7512	0,013438	SCO3255	liquid culture
0,9132	2,00E-05	SCO7319	liquid culture
-0,077	0,737433	SCO6519	liquid culture
0,1569	0,426721	SCO1423	liquid culture
0,815	1,70E-05	SCO4967	liquid culture
-0,1675	0,446494	SCO4300	liquid culture
0,3009	0,170201	SCO7146	liquid culture
-0,1452	0,466548	SCO0445	liquid culture
0,4078	0,008407	SCO4892	liquid culture
3,6009	0	SCO1334	liquid culture
2,2633	0	SCO6001	liquid culture
0,9309	1,70E-05	SCO5193	liquid culture
0,3625	0,094111	SCO5023	liquid culture
-0,0971	0,676435	SCO3340	liquid culture
1,6785	0	SCO2948	liquid culture
1,3559	4,00E-05	SCO7058	liquid culture
-0,4534	0,012514	SCO7409	liquid culture
0,7	0,013575	SCO7661	liquid culture
-0,6704	6,70E-05	SCO0787	liquid culture
0,8942	0,000873	SCO4627	liquid culture
0,7257	0,000318	SCO1670	liquid culture
